,GEO,year,Labour force,Employment,Population,Part-time employment ,Full-time employment
286,Nova Scotia,2022,518958.3333333333,484850.0,840266.6666666666,83008.33333333333,401841.6666666667
287,Nova Scotia,2023,528100.0,501600.0,851700.0,87700.0,413800.0
288,Ontario,1976,3985800.0,3741358.3333333335,6203791.666666667,504550.0,3236800.0
289,Ontario,1977,4088500.0,3804233.3333333335,6336558.333333333,533141.6666666666,3271100.0
290,Ontario,1978,4230983.333333333,3924383.3333333335,6463433.333333333,546483.3333333334,3377900.0
291,Ontario,1979,4382600.0,4094216.6666666665,6580000.0,599158.3333333334,3495066.6666666665
292,Ontario,1980,4469675.0,4164041.6666666665,6692508.333333333,623991.6666666666,3540050.0
293,Ontario,1981,4594750.0,4292050.0,6786625.0,665333.3333333334,3626725.0
294,Ontario,1982,4661141.666666667,4200600.0,6897566.666666667,690425.0,3510191.6666666665
295,Ontario,1983,4742750.0,4249208.333333333,7016158.333333333,723908.3333333334,3525275.0
296,Ontario,1984,4846625.0,4411458.333333333,7142208.333333333,740725.0,3670766.6666666665
297,Ontario,1985,4969891.666666667,4576683.333333333,7268408.333333333,769133.3333333334,3807550.0
298,Ontario,1986,5087466.666666667,4732525.0,7399633.333333333,780816.6666666666,3951733.3333333335
299,Ontario,1987,5212958.333333333,4895841.666666667,7544833.333333333,797133.3333333334,4098725.0
300,Ontario,1988,5353375.0,5083200.0,7687166.666666667,844358.3333333334,4238816.666666667
301,Ontario,1989,5470075.0,5198100.0,7823791.666666667,859108.3333333334,4339008.333333333
302,Ontario,1990,5536666.666666667,5194241.666666667,7960058.333333333,882983.3333333334,4311258.333333333
303,Ontario,1991,5544941.666666667,5016550.0,8091533.333333333,911083.3333333334,4105475.0
304,Ontario,1992,5529525.0,4932716.666666667,8210875.0,913600.0,4019108.3333333335
305,Ontario,1993,5544316.666666667,4939300.0,8312100.0,964366.6666666666,3974925.0
306,Ontario,1994,5548458.333333333,5013108.333333333,8416100.0,952950.0,4060158.3333333335
307,Ontario,1995,5589425.0,5099775.0,8535591.666666666,955541.6666666666,4144241.6666666665
308,Ontario,1996,5677391.666666667,5165500.0,8661658.333333334,991758.3333333334,4173750.0
309,Ontario,1997,5773033.333333333,5289891.666666667,8784275.0,1013333.3333333334,4276550.0
310,Ontario,1998,5876733.333333333,5454383.333333333,8911975.0,1016408.3333333334,4437966.666666667
311,Ontario,1999,6017433.333333333,5636633.333333333,9042333.333333334,1014200.0,4622425.0
312,Ontario,2000,6173008.333333333,5816433.333333333,9207800.0,1047016.6666666666,4769408.333333333
313,Ontario,2001,6324125.0,5921941.666666667,9397525.0,1058383.3333333333,4863541.666666667
314,Ontario,2002,6493550.0,6032866.666666667,9586991.666666666,1101041.6666666667,4931808.333333333
315,Ontario,2003,6673700.0,6211133.333333333,9746075.0,1151825.0,5059300.0
316,Ontario,2004,6772316.666666667,6315366.666666667,9902891.666666666,1148683.3333333333,5166683.333333333
317,Ontario,2005,6835750.0,6381800.0,10056383.333333334,1161041.6666666667,5220791.666666667
318,Ontario,2006,6907175.0,6461025.0,10203950.0,1159575.0,5301458.333333333
319,Ontario,2007,6988166.666666667,6537333.333333333,10325750.0,1195208.3333333333,5342116.666666667
320,Ontario,2008,7066333.333333333,6598116.666666667,10449733.333333334,1247100.0,5350991.666666667
321,Ontario,2009,7093866.666666667,6444300.0,10573933.333333334,1272533.3333333333,5171758.333333333
322,Ontario,2010,7175041.666666667,6548108.333333333,10713966.666666666,1287183.3333333333,5260908.333333333
323,Ontario,2011,7239966.666666667,6658458.333333333,10845058.333333334,1297150.0,5361308.333333333
324,Ontario,2012,7287025.0,6704491.666666667,10969400.0,1293300.0,5411183.333333333
325,Ontario,2013,7366625.0,6805841.666666667,11085325.0,1341766.6666666667,5464075.0
326,Ontario,2014,7380641.666666667,6837683.333333333,11187450.0,1342641.6666666667,5495016.666666667
327,Ontario,2015,7385191.666666667,6885591.666666667,11277741.666666666,1307325.0,5578283.333333333
328,Ontario,2016,7445358.333333333,6957066.666666667,11421916.666666666,1324525.0,5632550.0
329,Ontario,2017,7579025.0,7118283.333333333,11606583.333333334,1376141.6666666667,5742158.333333333
330,Ontario,2018,7680875.0,7247416.666666667,11827691.666666666,1360291.6666666667,5887108.333333333
331,Ontario,2019,7865400.0,7428166.666666667,12050725.0,1384475.0,6043691.666666667
332,Ontario,2020,7789866.666666667,7029166.666666667,12217708.333333334,1221300.0,5807858.333333333
333,Ontario,2021,8049083.333333333,7394891.666666667,12340966.666666666,1304050.0,6090858.333333333
334,Ontario,2022,8193066.666666667,7732658.333333333,12517241.666666666,1359950.0,6372708.333333333
335,Ontario,2023,8276299.999999999,7849700.0,12628200.0,1342500.0,6507200.0
336,Prince Edward Island,1976,47350.0,42983.333333333336,82833.33333333333,5991.666666666667,36983.333333333336
337,Prince Edward Island,1977,48183.333333333336,43558.333333333336,84583.33333333333,6241.666666666667,37325.0
338,Prince Edward Island,1978,49650.0,44800.0,86616.66666666667,6125.0,38683.333333333336
339,Prince Edward Island,1979,52450.0,46458.333333333336,88533.33333333333,6833.333333333333,39608.333333333336
340,Prince Edward Island,1980,53316.666666666664,47741.666666666664,89841.66666666667,6891.666666666667,40841.666666666664
341,Prince Edward Island,1981,53075.0,47100.0,90483.33333333333,7858.333333333333,39225.0
342,Prince Edward Island,1982,53416.666666666664,46633.333333333336,91050.0,7858.333333333333,38758.333333333336
343,Prince Edward Island,1983,55675.0,48716.666666666664,92616.66666666667,8033.333333333333,40691.666666666664
344,Prince Edward Island,1984,56641.666666666664,49500.0,94108.33333333333,7658.333333333333,41858.333333333336
345,Prince Edward Island,1985,58550.0,50708.333333333336,95241.66666666667,8091.666666666667,42600.0
346,Prince Edward Island,1986,60108.333333333336,52233.333333333336,95975.0,8933.333333333334,43316.666666666664
347,Prince Edward Island,1987,60883.333333333336,53391.666666666664,96358.33333333333,8925.0,44458.333333333336
348,Prince Edward Island,1988,62133.333333333336,54525.0,96941.66666666667,9075.0,45416.666666666664
349,Prince Edward Island,1989,63741.666666666664,55058.333333333336,97550.0,9650.0,45400.0
350,Prince Edward Island,1990,64250.0,55083.333333333336,98100.0,9358.333333333334,45725.0
351,Prince Edward Island,1991,64066.666666666664,53483.333333333336,98541.66666666667,9641.666666666666,43833.333333333336
352,Prince Edward Island,1992,65175.0,53641.666666666664,99541.66666666667,9591.666666666666,44050.0
353,Prince Edward Island,1993,65900.0,54650.0,100825.0,10491.666666666666,44158.333333333336
354,Prince Edward Island,1994,66858.33333333333,55708.333333333336,102116.66666666667,10175.0,45541.666666666664
355,Prince Edward Island,1995,67191.66666666667,57108.333333333336,103216.66666666667,10341.666666666666,46783.333333333336
356,Prince Edward Island,1996,68925.0,58933.333333333336,104425.0,10541.666666666666,48366.666666666664
357,Prince Edward Island,1997,69150.0,58558.333333333336,105133.33333333333,10200.0,48358.333333333336
358,Prince Edward Island,1998,69150.0,59500.0,105541.66666666667,10516.666666666666,48991.666666666664
359,Prince Edward Island,1999,70316.66666666667,60333.333333333336,106291.66666666667,10216.666666666666,50125.0
360,Prince Edward Island,2000,71533.33333333333,62775.0,106958.33333333333,10358.333333333334,52433.333333333336
361,Prince Edward Island,2001,72266.66666666667,63708.333333333336,107758.33333333333,10341.666666666666,53366.666666666664
362,Prince Edward Island,2002,73308.33333333333,64666.666666666664,108641.66666666667,10433.333333333334,54233.333333333336
363,Prince Edward Island,2003,73933.33333333333,65925.0,109458.33333333333,11000.0,54925.0
364,Prince Edward Island,2004,75016.66666666667,66633.33333333333,110458.33333333333,11041.666666666666,55566.666666666664
365,Prince Edward Island,2005,76041.66666666667,67700.0,111375.0,11408.333333333334,56291.666666666664
366,Prince Edward Island,2006,76825.0,67991.66666666667,111950.0,10758.333333333334,57225.0
367,Prince Edward Island,2007,76158.33333333333,68191.66666666667,112400.0,11558.333333333334,56641.666666666664
368,Prince Edward Island,2008,77375.0,68708.33333333333,113341.66666666667,11350.0,57350.0
369,Prince Edward Island,2009,77800.0,68475.0,114433.33333333333,11758.333333333334,56741.666666666664
370,Prince Edward Island,2010,79341.66666666667,70166.66666666667,116508.33333333333,12766.666666666666,57408.333333333336
371,Prince Edward Island,2011,81475.0,72133.33333333333,118533.33333333333,12008.333333333334,60158.333333333336
372,Prince Edward Island,2012,82275.0,72925.0,119233.33333333333,12816.666666666666,60116.666666666664
373,Prince Edward Island,2013,83375.0,73758.33333333333,119033.33333333333,12891.666666666666,60875.0
374,Prince Edward Island,2014,81750.0,73116.66666666667,119225.0,11783.333333333334,61333.333333333336
375,Prince Edward Island,2015,81500.0,72866.66666666667,119550.0,12441.666666666666,60425.0
376,Prince Edward Island,2016,81250.0,72508.33333333333,121400.0,12608.333333333334,59925.0
377,Prince Edward Island,2017,83325.0,75041.66666666667,124066.66666666667,12341.666666666666,62716.666666666664
378,Prince Edward Island,2018,85383.33333333333,77016.66666666667,126883.33333333333,12550.0,64483.333333333336
379,Prince Edward Island,2019,87166.66666666667,79550.0,130266.66666666667,11941.666666666666,67616.66666666667
380,Prince Edward Island,2020,85958.33333333333,76800.0,132433.33333333334,11783.333333333334,65016.666666666664
381,Prince Edward Island,2021,88733.33333333333,79958.33333333333,134350.0,13016.666666666666,66950.0
382,Prince Edward Island,2022,91066.66666666667,84225.0,139191.66666666666,13200.0,71016.66666666667
383,Prince Edward Island,2023,90800.0,83900.0,141500.0,13800.0,70100.0
384,Quebec,1976,2788475.0,2545216.6666666665,4739116.666666667,229100.0,2316133.3333333335
385,Quebec,1977,2853758.3333333335,2557966.6666666665,4809175.0,250583.33333333334,2307383.3333333335
386,Quebec,1978,2918608.3333333335,2598391.6666666665,4862383.333333333,270816.6666666667,2327583.3333333335
387,Quebec,1979,2981933.3333333335,2692050.0,4923466.666666667,299583.3333333333,2392466.6666666665
388,Quebec,1980,3060733.3333333335,2754075.0,4987516.666666667,326425.0,2427641.6666666665
389,Quebec,1981,3119741.6666666665,2789775.0,5042400.0,357958.3333333333,2431825.0
390,Quebec,1982,3076491.6666666665,2642525.0,5085275.0,374608.3333333333,2267891.6666666665
391,Quebec,1983,3126541.6666666665,2685150.0,5119325.0,398675.0,2286466.6666666665
392,Quebec,1984,3180000.0,2762216.6666666665,5155166.666666667,405775.0,2356425.0
393,Quebec,1985,3243325.0,2848108.3333333335,5195991.666666667,447741.6666666667,2400375.0
394,Quebec,1986,3294800.0,2931425.0,5240516.666666667,456975.0,2474433.3333333335
395,Quebec,1987,3362733.3333333335,3020741.6666666665,5290883.333333333,452141.6666666667,2568608.3333333335
396,Quebec,1988,3405758.3333333335,3082991.6666666665,5338741.666666667,467075.0,2615933.3333333335
397,Quebec,1989,3459166.6666666665,3128500.0,5393333.333333333,470466.6666666667,2658058.3333333335
398,Quebec,1990,3505916.6666666665,3139050.0,5456991.666666667,483908.3333333333,2655141.6666666665
399,Quebec,1991,3510000.0,3083625.0,5516966.666666667,516508.3333333333,2567108.3333333335
400,Quebec,1992,3481583.3333333335,3037350.0,5564525.0,519933.3333333333,2517400.0
401,Quebec,1993,3496125.0,3033125.0,5610933.333333333,536858.3333333334,2496250.0
402,Quebec,1994,3529858.3333333335,3096766.6666666665,5651833.333333333,530308.3333333334,2566450.0
403,Quebec,1995,3539216.6666666665,3136541.6666666665,5693766.666666667,543366.6666666666,2593158.3333333335
404,Quebec,1996,3552583.3333333335,3132241.6666666665,5737408.333333333,556783.3333333334,2575450.0
405,Quebec,1997,3582000.0,3172916.6666666665,5772175.0,565125.0,2607791.6666666665
406,Quebec,1998,3632533.3333333335,3256725.0,5806591.666666667,571566.6666666666,2685150.0
407,Quebec,1999,3672508.3333333335,3328825.0,5844616.666666667,559716.6666666666,2769116.6666666665
408,Quebec,2000,3717950.0,3403441.6666666665,5888250.0,574508.3333333334,2828925.0
409,Quebec,2001,3773408.3333333335,3445400.0,5935866.666666667,597833.3333333334,2847583.3333333335
410,Quebec,2002,3902591.6666666665,3561850.0,5987566.666666667,636600.0,2925266.6666666665
411,Quebec,2003,3991033.3333333335,3625625.0,6038200.0,671975.0,2953633.3333333335
412,Quebec,2004,4020150.0,3678233.3333333335,6096150.0,669175.0,3009050.0
413,Quebec,2005,4039958.3333333335,3708858.3333333335,6158225.0,675625.0,3033250.0
414,Quebec,2006,4073441.6666666665,3738733.3333333335,6226816.666666667,689750.0,3048991.6666666665
415,Quebec,2007,4132508.3333333335,3826141.6666666665,6302616.666666667,722166.6666666666,3103983.3333333335
416,Quebec,2008,4185758.3333333335,3872766.6666666665,6382441.666666667,735791.6666666666,3136966.6666666665
417,Quebec,2009,4225708.333333333,3853883.3333333335,6467083.333333333,740158.3333333334,3113733.3333333335
418,Quebec,2010,4282550.0,3930450.0,6554216.666666667,779175.0,3151266.6666666665
419,Quebec,2011,4322608.333333333,3978058.3333333335,6626683.333333333,776450.0,3201583.3333333335
420,Quebec,2012,4357908.333333333,4017191.6666666665,6673775.0,779175.0,3237991.6666666665
421,Quebec,2013,4393316.666666667,4050641.6666666665,6708250.0,786166.6666666666,3264483.3333333335
422,Quebec,2014,4374341.666666667,4029925.0,6734033.333333333,820208.3333333334,3209708.3333333335
423,Quebec,2015,4388383.333333333,4049700.0,6749975.0,803300.0,3246408.3333333335
424,Quebec,2016,4391000.0,4076925.0,6784191.666666667,797250.0,3279691.6666666665
425,Quebec,2017,4446325.0,4180733.3333333335,6843058.333333333,822891.6666666666,3357850.0
426,Quebec,2018,4500616.666666667,4255775.0,6921025.0,809533.3333333334,3446200.0
427,Quebec,2019,4560100.0,4328566.666666667,7000575.0,822975.0,3505575.0
428,Quebec,2020,4497691.666666667,4095891.6666666665,7053466.666666667,712616.6666666666,3383275.0
429,Quebec,2021,4554008.333333333,4275450.0,7098875.0,756591.6666666666,3518866.6666666665
430,Quebec,2022,4604375.0,4406850.0,7156275.0,796233.3333333334,3610616.6666666665
431,Quebec,2023,4696900.0,4511600.0,7204500.0,817300.0,3694300.0
432,Saskatchewan,1976,397500.0,382200.0,656616.6666666666,58466.666666666664,323725.0
433,Saskatchewan,1977,413600.0,395450.0,670958.3333333334,61741.666666666664,333708.3333333333
434,Saskatchewan,1978,423508.3333333333,403158.3333333333,681183.3333333334,66716.66666666667,336433.3333333333
435,Saskatchewan,1979,434266.6666666667,416375.0,690950.0,71508.33333333333,344858.3333333333
436,Saskatchewan,1980,442366.6666666667,423300.0,700466.6666666666,75708.33333333333,347591.6666666667
437,Saskatchewan,1981,451191.6666666667,431016.6666666667,709066.6666666666,80733.33333333333,350300.0
438,Saskatchewan,1982,459500.0,430291.6666666667,718608.3333333334,84325.0,345966.6666666667
439,Saskatchewan,1983,472991.6666666667,436866.6666666667,729191.6666666666,89141.66666666667,347733.3333333333
440,Saskatchewan,1984,482450.0,443283.3333333333,739791.6666666666,95875.0,347400.0
441,Saskatchewan,1985,493925.0,453716.6666666667,747216.6666666666,93975.0,359775.0
442,Saskatchewan,1986,502041.6666666667,463283.3333333333,750475.0,98200.0,365075.0
443,Saskatchewan,1987,498375.0,461975.0,752283.3333333334,99183.33333333333,362800.0
444,Saskatchewan,1988,499358.3333333333,462858.3333333333,748916.6666666666,101616.66666666667,361225.0
445,Saskatchewan,1989,492483.3333333333,456300.0,741933.3333333334,98258.33333333333,358025.0
446,Saskatchewan,1990,488633.3333333333,454208.3333333333,733783.3333333334,100725.0,353475.0
447,Saskatchewan,1991,489350.0,453441.6666666667,731508.3333333334,103825.0,349616.6666666667
448,Saskatchewan,1992,487108.3333333333,448100.0,732516.6666666666,105175.0,342933.3333333333
449,Saskatchewan,1993,489025.0,448433.3333333333,735208.3333333334,105383.33333333333,343075.0
450,Saskatchewan,1994,487766.6666666667,454400.0,738725.0,100358.33333333333,354025.0
451,Saskatchewan,1995,491033.3333333333,457858.3333333333,743575.0,102400.0,355475.0
452,Saskatchewan,1996,486325.0,454616.6666666667,744850.0,96550.0,358041.6666666667
453,Saskatchewan,1997,493766.6666666667,464491.6666666667,746300.0,96733.33333333333,367733.3333333333
454,Saskatchewan,1998,497908.3333333333,468950.0,748258.3333333334,94275.0,374675.0
455,Saskatchewan,1999,499650.0,469716.6666666667,748583.3333333334,96125.0,373575.0
456,Saskatchewan,2000,498375.0,472941.6666666667,746658.3333333334,92533.33333333333,380391.6666666667
457,Saskatchewan,2001,487375.0,459275.0,741766.6666666666,90283.33333333333,369016.6666666667
458,Saskatchewan,2002,495533.3333333333,467366.6666666667,741533.3333333334,94541.66666666667,372808.3333333333
459,Saskatchewan,2003,503991.6666666667,475550.0,743516.6666666666,95700.0,379850.0
460,Saskatchewan,2004,507033.3333333333,480216.6666666667,746958.3333333334,94366.66666666667,385841.6666666667
461,Saskatchewan,2005,507783.3333333333,482158.3333333333,747850.0,94750.0,387408.3333333333
462,Saskatchewan,2006,516408.3333333333,491941.6666666667,749900.0,93000.0,398950.0
463,Saskatchewan,2007,530041.6666666666,506966.6666666667,759300.0,95958.33333333333,411000.0
464,Saskatchewan,2008,541383.3333333334,518375.0,772450.0,93783.33333333333,424583.3333333333
465,Saskatchewan,2009,555258.3333333334,527316.6666666666,786708.3333333334,101450.0,425866.6666666667
466,Saskatchewan,2010,565566.6666666666,535450.0,800683.3333333334,99458.33333333333,436025.0
467,Saskatchewan,2011,569050.0,540783.3333333334,812533.3333333334,97616.66666666667,443166.6666666667
468,Saskatchewan,2012,578350.0,550258.3333333334,825358.3333333334,96408.33333333333,453858.3333333333
469,Saskatchewan,2013,587683.3333333334,563050.0,836625.0,98250.0,464766.6666666667
470,Saskatchewan,2014,589416.6666666666,566450.0,846033.3333333334,97100.0,469350.0
471,Saskatchewan,2015,596241.6666666666,565350.0,851466.6666666666,100450.0,464875.0
472,Saskatchewan,2016,599791.6666666666,561291.6666666666,859900.0,101391.66666666667,459900.0
473,Saskatchewan,2017,601450.0,562808.3333333334,869016.6666666666,102191.66666666667,460608.3333333333
474,Saskatchewan,2018,604041.6666666666,567108.3333333334,876558.3333333334,104458.33333333333,462633.3333333333
475,Saskatchewan,2019,610275.0,576575.0,883741.6666666666,106625.0,469908.3333333333
476,Saskatchewan,2020,597233.3333333334,547641.6666666666,888016.6666666666,95150.0,452491.6666666667
477,Saskatchewan,2021,601275.0,561966.6666666666,889583.3333333334,104600.0,457375.0
478,Saskatchewan,2022,610275.0,581850.0,900216.6666666666,104550.0,477291.6666666667
479,Saskatchewan,2023,615500.0,589000.0,912000.0,110000.0,479000.0
